group,N,trial,IPD,frame_trial,segment,frame_segment,ID,x,y,heading,speed,x_vel,y_vel,x_transformed,y_transformed
1,16,1,1,1452,1,0,1,2.7603863363970884,-0.078154997887362,140.0743058675213,1.073391774717836,0.0,0.0,-1.0585818515516534,2.2864909451277193
1,16,1,1,1452,1,0,2,-0.4364676024170504,1.052016934762395,122.1346809519653,0.8948537027713938,0.0,0.0,-0.1245207508986901,-0.9730632519531848
1,16,1,1,1452,1,0,3,0.1143689293961279,0.2994237175646404,130.4642368534857,0.929940180732565,0.0,0.0,0.1689215642958612,-0.0877898235677514
1,16,1,1,1452,1,0,4,1.701170923471916,-0.1288624654018286,136.0509982593599,0.9756710791762868,0.0,0.0,-0.4027910750566574,1.4531560810400197
1,16,1,1,1452,1,0,5,0.909588811694021,0.3386796793813112,126.25939419455754,0.9380488006262976,0.0,0.0,-0.3243885358765278,0.5371588437705624
1,16,1,1,1452,1,0,6,-0.8225984038887793,0.4698500307123877,135.58292627589643,1.547680425305726,0.0,0.0,0.5736740091987572,-0.9498387608104653
1,16,1,1,1452,1,0,7,1.6889249384989888,-1.0273038898455655,128.83151210615807,0.9057850499485736,0.0,0.0,0.3361117071614091,1.964399306652691
1,16,1,1,1452,1,0,8,0.8473004314032961,1.2149889069153497,134.7579232740246,0.9398982434436288,0.0,0.0,-1.0020241663063267,-0.0219544336183348
1,16,1,1,1452,1,0,9,-0.1995693582713864,-0.3910902154527512,122.19431685296652,0.9333110297401552,0.0,0.0,0.9134856945298953,0.0570928742384196
1,16,1,1,1452,1,0,10,0.3251476551628768,-0.518072268175336,106.18477835431628,0.9770896658807886,0.0,0.0,0.7125081061792335,0.5581521470612726
1,16,1,1,1452,1,0,11,-0.0660025739109022,2.67996985846722,116.1416344793592,1.114739768451556,0.0,0.0,-1.6654407998568608,-1.6157454921496113
1,16,1,1,1452,1,0,12,-1.2274583301530126,0.13381106523026,121.52084896930208,1.2411623714800286,0.0,0.0,1.0822580881470334,-1.084657086186924
1,16,1,1,1452,1,0,13,-0.4830296471061225,-0.1814057576149552,94.5300297345643,0.2831404979935562,0.0,0.0,0.907138918694118,-0.2954365935249048
1,16,1,1,1452,1,0,14,-1.1548210575325415,1.2218786182287993,139.35004960100187,0.981982331007758,0.0,0.0,0.153865910136941,-1.6567192655622494
1,16,1,1,1452,1,0,15,0.3011524194938254,0.7055262854928818,126.38923768279136,0.8684927925385914,0.0,0.0,-0.2702168187965316,-0.1712454905172601
1,16,1,1,1452,1,0,16,,,,,,,,
1,16,1,1,1453,1,1,1,2.771867935921197,-0.0918743297725835,140.4533069530727,1.073428080626342,0.6888959714465059,-0.8231599131132905,-1.0405574623249436,2.294235199626927
1,16,1,1,1453,1,1,2,-0.4238382321495629,1.0440838890167008,122.14268294083858,0.8961571880685965,0.7577622160492503,-0.4759827447416587,-0.1318128386983714,-0.9733514015988494
1,16,1,1,1453,1,1,3,0.1261607443674106,0.2893652786173927,130.36887993297384,0.9309916389613824,0.7075088982769615,-0.6035063368348637,0.1692505900323173,-0.0893492144218592
1,16,1,1,1453,1,1,4,1.7124564753950025,-0.1405698324887644,136.40156793228573,0.971644044852128,0.6771331153851934,-0.7024420252161473,-0.391401053569285,1.455593529036631
1,16,1,1,1453,1,1,5,0.9221953690099106,0.329432990516511,126.37192666528416,0.9375257352050014,0.75639343895338,-0.5548013318880141,-0.3213665216259533,0.5387999676317773
1,16,1,1,1453,1,1,6,-0.8045453252000179,0.4514258199019025,135.38506059362228,1.5346791287273742,1.0831847213256829,-1.1054526486291105,0.5719735520473468,-0.943920231270032
1,16,1,1,1453,1,1,7,1.7006849453958883,-1.0367698319060952,128.85040075426232,0.9027643314936162,0.7056004138139693,-0.5679565236317785,0.3485035379461142,1.961413856157412
1,16,1,1,1453,1,1,8,0.8584239393320947,1.203958998523,134.91956574572438,0.9405606382409428,0.6674104757279142,-0.6617945035409845,-1.0000921770099334,-0.0163522805366913
